| name                         | title                        | level | facing   | categories      | description                                                                                                                                                                                                                                                 | detail                                                                                                                                                                                | remediation                                                                                      | metadata                                                 | cache_key                                                              |
| ---------------------------- | ---------------------------- | ----- | -------- | --------------- | ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------ | -------------------------------------------------------- | ---------------------------------------------------------------------- |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_anon_DELETE           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_anon_INSERT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_anon_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_anon_UPDATE           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticated_DELETE  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticated_INSERT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticated_SELECT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticated_UPDATE  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticator_DELETE  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticator_INSERT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticator_SELECT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_authenticator_UPDATE  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.appointments\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{appointments_optimized_policy,temp_allow_all}\` | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"appointments","type":"table","schema":"public"} | multiple_permissive_policies_public_appointments_dashboard_user_DELETE |
